constituency_code,candidate_party_code,candidate_votes,win,winner,assembly_code
NA73,Tehreek Labbaik Pakistan,8213,103133,,NA
NA74,Independent,25032,96576,,NA
NA74,Mutahida Majlis-e-Amal Pakistan,1857,96576,,NA
NA74,Pakistan Muslim League (N),96576,96576,1,NA
NA74,Pakistan Peoples Party Parliamentarians,2528,96576,,NA
NA74,Pakistan Tehreek-e-Insaf,92955,96576,,NA
NA74,Tehreek Labbaik Pakistan,34296,96576,,NA
NA75,Independent,62114,101617,,NA
NA75,Mutahida Majlis-e-Amal Pakistan,1656,101617,,NA
NA75,Pakistan Muslim League (N),101617,101617,1,NA
NA75,Pakistan Peoples Party Parliamentarians,4163,101617,,NA
NA75,Pakistan Tehreek-e-Insaf,61432,101617,,NA
NA75,Tehreek Labbaik Pakistan,14772,101617,,NA
NA76,Allah-O-Akbar Tehreek,2747,128379,,NA
NA76,Independent,9414,128379,,NA
NA76,Mutahida Majlis-e-Amal Pakistan,2756,128379,,NA
NA76,Pakistan Muslim League (N),128379,128379,1,NA
NA76,Pakistan Peoples Party Parliamentarians,3658,128379,,NA
NA76,Pakistan Tehreek-e-Insaf,86837,128379,,NA
NA76,Tehreek Labbaik Pakistan,15962,128379,,NA
NA77,Independent,85297,106366,,NA
NA77,Pakistan Muslim League (N),106366,106366,1,NA
NA77,Pakistan Peoples Party Parliamentarians,1327,106366,,NA
NA77,Pakistan Tehreek-e-Insaf,52231,106366,,NA
NA77,Pakistan Tehreek-e-Insaf (Nazriati),1854,106366,,NA
NA77,Tehreek Labbaik Pakistan,20510,106366,,NA
NA78,Independent,8958,159661,,NA
NA78,National Party,533,159661,,NA
NA78,Pakistan Muslim League (N),159661,159661,1,NA
NA78,Pakistan Tehreek-e-Insaf,88252,159661,,NA
NA78,Tehreek Labbaik Pakistan,20434,159661,,NA
NA79,Allah-O-Akbar Tehreek,3814,142545,,NA
NA79,Independent,4264,142545,,NA
NA79,Pakistan Muslim League (N),142545,142545,1,NA
NA79,Pakistan Peoples Party Parliamentarians,8910,142545,,NA
NA79,Pakistan Tehreek-e-Insaf,118709,142545,,NA
NA79,Tehreek Labbaik Pakistan,12972,142545,,NA
NA8,All Pakistan Muslim League,246,81347,,NA
NA8,Awami National Party,11429,81347,,NA
NA8,Independent,8002,81347,,NA
NA8,Mutahida Majlis-e-Amal Pakistan,31821,81347,,NA
NA8,Pakistan Muslim League (N),3300,81347,,NA
NA8,Pakistan Peoples Party Parliamentarians,43746,81347,,NA
NA8,Pakistan Tehreek-e-Insaf,81347,81347,1,NA
NA8,Qaumi Watan Party,1161,81347,,NA
NA80,Allah-O-Akbar Tehreek,5836,108653,,NA
NA80,Independent,5305,108653,,NA
NA80,Mutahida Majlis-e-Amal Pakistan,2107,108653,,NA
NA80,Pakistan Muslim League (N),108653,108653,1,NA
NA80,Pakistan Peoples Party Parliamentarians,4937,108653,,NA
NA80,Pakistan Tehreek-e-Insaf,71467,108653,,NA
NA80,Tehreek Labbaik Pakistan,11350,108653,,NA
NA81,Aam Log Party Pakistan,253,130943,,NA
NA81,Allah-O-Akbar Tehreek,5407,130943,,NA
NA81,Independent,6471,130943,,NA
NA81,Mutahida Majlis-e-Amal Pakistan,4150,130943,,NA
NA81,Pakistan Muslim League (N),130943,130943,1,NA
NA81,Pakistan Peoples Party Parliamentarians,1874,130943,,NA
NA81,Pakistan Tehreek-e-Insaf,88260,130943,,NA
NA81,Tehreek Labbaik Pakistan,10192,130943,,NA
NA82,Aam Awam Party,870,116984,,NA
NA82,Aam Log Party Pakistan,65,116984,,NA
NA82,Allah-O-Akbar Tehreek,4261,116984,,NA
NA82,Independent,9085,116984,,NA
NA82,Mutahida Majlis-e-Amal Pakistan,2378,116984,,NA
NA82,Pakistan Muslim League (N),116984,116984,1,NA
NA82,Pakistan Peoples Party Parliamentarians,2430,116984,,NA
NA82,Pakistan Tehreek-e-Insaf,67056,116984,,NA
NA82,Tehreek Labbaik Pakistan,3796,116984,,NA
NA82,Tehreek Tabdili Nizam Pakistan,1277,116984,,NA
NA82,Tehreek-e-Labbaik Islam,16468,116984,,NA
NA83,Independent,3123,139235,,NA
NA83,Pakistan Muslim League (N),139235,139235,1,NA
NA83,Pakistan Peoples Party Parliamentarians,3161,139235,,NA
NA83,Pakistan Tehreek-e-Insaf,75940,139235,,NA
NA83,Pakistan Tehreek-e-Insaf-Gulalai,240,139235,,NA
NA83,Tehreek-e-Labbaik Islam,19679,139235,,NA
NA84,Allah-O-Akbar Tehreek,6677,119612,,NA
NA84,Independent,8826,119612,,NA
NA84,Pakistan Muslim League (N),119612,119612,1,NA
NA84,Pakistan Peoples Party Parliamentarians,1641,119612,,NA
NA84,Pakistan Tehreek-e-Insaf,89728,119612,,NA
NA84,Tehreek Labbaik Pakistan,16756,119612,,NA
NA85,Aam Log Party Pakistan,271,99839,,NA
NA85,Allah-O-Akbar Tehreek,144,99839,,NA
NA85,Independent,3153,99839,,NA
NA85,Mustaqbil Pakistan,381,99839,,NA
NA85,Mutahida Majlis-e-Amal Pakistan,10622,99839,,NA
NA85,Pakistan Muslim League (N),79898,99839,,NA
NA85,Pakistan Peoples Party Parliamentarians,46922,99839,,NA
NA85,Pakistan Tehreek-e-Insaf,99839,99839,1,NA
NA85,Tehreek Labbaik Pakistan,12567,99839,,NA
NA85,Tehreek-e-Labbaik Islam,4649,99839,,NA
NA86,Allah-O-Akbar Tehreek,2971,147105,,NA
NA86,Independent,9964,147105,,NA
NA86,National Party,1716,147105,,NA
NA86,Pakistan Muslim League (N),147105,147105,1,NA
NA86,Pakistan Peoples Party Parliamentarians,24128,147105,,NA
NA86,Pakistan Tehreek-e-Insaf,80637,147105,,NA
NA87,All Pakistan Muslim League,305,165639,,NA
NA87,Allah-O-Akbar Tehreek,2118,165639,,NA
NA87,Independent,21520,165639,,NA
NA87,Mutahida Majlis-e-Amal Pakistan,649,165639,,NA
NA87,Pakistan Muslim League (N),157459,165639,,NA
NA87,Pakistan Peoples Party Parliamentarians,3396,165639,,NA
NA87,Pakistan Tehreek-e-Insaf,165639,165639,1,NA
NA87,Tehreek Labbaik Pakistan,44131,165639,,NA
NA88,Independent,2500,129875,,NA
NA88,Mutahida Majlis-e-Amal Pakistan,3633,129875,,NA
NA88,Pakistan Muslim League (N),129875,129875,1,NA
NA88,Pakistan Peoples Party Parliamentarians,12781,129875,,NA
NA88,Pakistan Tehreek-e-Insaf,115750,129875,,NA
NA88,Tehreek Labbaik Pakistan,11345,129875,,NA
NA89,Independent,5887,116040,,NA
NA89,Pakistan Muslim League (N),116040,116040,1,NA
NA89,Pakistan Peoples Party Parliamentarians,19296,116040,,NA
NA89,Pakistan Tehreek-e-Insaf,113453,116040,,NA
NA9,All Pakistan Muslim League,546,58037,,NA
NA9,Awami National Party,38015,58037,,NA
NA9,Awami Workers Party,11729,58037,,NA
NA9,Independent,3297,58037,,NA
NA9,Mutahida Majlis-e-Amal Pakistan,23354,58037,,NA
NA9,Pakistan Muslim League (N),38358,58037,,NA
NA9,Pakistan Tehreek-e-Insaf,58037,58037,1,NA
NA93,Awami National Party,897,100209,,NA
NA93,Independent,56905,100209,,NA
NA93,Mutahida Majlis-e-Amal Pakistan,8120,100209,,NA
NA93,Pakistan Muslim League (N),70466,100209,,NA
NA93,Pakistan Peoples Party Parliamentarians,3182,100209,,NA
NA93,Pakistan Tehreek-e-Insaf,100209,100209,1,NA
NA94,Independent,47000,93864,,NA
NA94,Pakistan Muslim League (N),85109,93864,,NA
NA94,Pakistan Peoples Party Parliamentarians,3121,93864,,NA
NA94,Pakistan Tehreek-e-Insaf,93864,93864,1,NA
NA95,Independent,8718,163644,,NA
NA95,Mutahida Majlis-e-Amal Pakistan,2331,163644,,NA
NA95,Pakistan Justice and Democratic Party,864,163644,,NA
NA95,Pakistan Muslim League (N),49935,163644,,NA
NA95,Pakistan Peoples Party Parliamentarians,1588,163644,,NA
NA95,Pakistan Tehreek-e-Insaf,163644,163644,1,NA
NA95,Sunni Ittehad Council,854,163644,,NA
NA95,Tehreek Labbaik Pakistan,16761,163644,,NA
NA96,Independent,8338,157422,,NA
NA96,Mutahida Majlis-e-Amal Pakistan,753,157422,,NA
NA96,Pakistan Muslim League (N),54909,157422,,NA
NA96,Pakistan Peoples Party Parliamentarians,2709,157422,,NA
NA96,Pakistan Tehreek-e-Insaf,157422,157422,1,NA
NA96,Tehreek Labbaik Pakistan,30542,157422,,NA
NA97,Independent,133621,133621,1,NA
NA97,Pakistan Muslim League (N),91607,133621,,NA
NA97,Pakistan Peoples Party Parliamentarians,8116,133621,,NA
NA97,Pakistan Tehreek-e-Insaf,44653,133621,,NA
NA98,Independent,137893,138381,,NA
NA98,Pakistan Awami Raj,804,138381,,NA
NA98,Pakistan Peoples Party Parliamentarians,4095,138381,,NA
NA98,Pakistan Tehreek-e-Insaf,138381,138381,1,NA
NA98,Tehreek Labbaik Pakistan,6623,138381,,NA
NA99,Allah-O-Akbar Tehreek,848,81329,,NA
NA99,Independent,67872,81329,,NA
NA99,Mutahida Majlis-e-Amal Pakistan,2022,81329,,NA
NA99,Pakistan Muslim League (N),21702,81329,,NA
NA99,Pakistan Peoples Party Parliamentarians,22324,81329,,NA
NA99,Pakistan Tehreek-e-Insaf,81329,81329,1,NA
NA99,Tehreek Labbaik Pakistan,10695,81329,,NA
PB1,Awami National Party,37,12054,,PB
PB1,Balochistan Awami Party,4889,12054,,PB
PB1,Balochistan National Party,60,12054,,PB
PB1,Independent,1243,12054,,PB
PB1,Jamiat Ulama-e-Islam Nazaryati Pakistan,469,12054,,PB
PB1,Mutahida Majlis-e-Amal Pakistan,12054,12054,1,PB
PB1,Pakhtoonkhwa Milli Awami Party,6017,12054,,PB
PB1,Pakistan Muslim League (N),400,12054,,PB
PB1,Pakistan Peoples Party Parliamentarians,297,12054,,PB
PB1,Pakistan Tehreek-e-Insaf,11915,12054,,PB
PB10,Balochistan Awami Party,17112,27190,,PB
PB10,Balochistan National Party,30,27190,,PB
PB10,Independent,5233,27190,,PB
PB10,Jamhoori Watan Party,27190,27190,1,PB
PB10,Mutahida Majlis-e-Amal Pakistan,88,27190,,PB
PB10,Pakistan Peoples Party Parliamentarians,118,27190,,PB
PB10,Tehreek Labbaik Pakistan,304,27190,,PB
PB11,Allah-O-Akbar Tehreek,91,10007,,PB
PB11,Balochistan Awami Party,10007,10007,1,PB
PB11,Balochistan National Party,416,10007,,PB
PB11,Grand Democratic Alliance,43,10007,,PB
PB11,Independent,8205,10007,,PB
PB11,Jamhoori Watan Party,472,10007,,PB
PB11,Jamiat Ulema-e-Pakistan (Noorani),10,10007,,PB
PB11,Jamote Qaumi Movement,3889,10007,,PB
PB11,Move on Pakistan,17,10007,,PB
PB11,Mutahida Majlis-e-Amal Pakistan,598,10007,,PB
PB11,National Party,609,10007,,PB
PB11,Pakistan Peoples Party Parliamentarians,6901,10007,,PB
PB11,Pakistan Quami Yakjehti Party,82,10007,,PB
PB11,Pakistan Tehreek-e-Insaf,5352,10007,,PB
PB12,Balochistan Awami Party,15353,15353,1,PB
PB12,Balochistan National Party,101,15353,,PB
PB12,Balochistan National Party(Awami),902,15353,,PB
PB12,Independent,11742,15353,,PB
PB12,Move on Pakistan,35,15353,,PB
PB12,Mutahida Majlis-e-Amal Pakistan,5986,15353,,PB
PB12,National Party,52,15353,,PB
PB12,Pakistan Muslim League (N),171,15353,,PB
PB12,Pakistan Tehreek-e-Insaf,1721,15353,,PB
PB12,Tehreek Labbaik Pakistan,85,15353,,PB
PB13,Awami National Party,78,18948,,PB
PB13,Balochistan National Party,256,18948,,PB
PB13,Grand Democratic Alliance,79,18948,,PB
PB13,Independent,18054,18948,,PB
PB13,Jamiat Ulama-e-Islam Nazaryati Pakistan,64,18948,,PB
PB13,Jamote Qaumi Movement,106,18948,,PB
PB13,Mutahida Majlis-e-Amal Pakistan,1985,18948,,PB
PB13,Pakistan Falah Party,223,18948,,PB
PB13,Pakistan Justice and Democratic Party,47,18948,,PB
PB13,Pakistan Peoples Party Parliamentarians,2866,18948,,PB
PB13,Pakistan Tehreek-e-Insaf,18948,18948,1,PB
PB14,Balochistan Awami Party,19092,19092,1,PB
PB14,Balochistan National Party,500,19092,,PB
PB14,Balochistan National Party(Awami),675,19092,,PB
PB14,Independent,3258,19092,,PB
PB14,Jamote Qaumi Movement,365,19092,,PB
PB14,Mutahida Majlis-e-Amal Pakistan,1539,19092,,PB
PB14,National Party,216,19092,,PB
PB14,Pak Sarzameen Party,98,19092,,PB
PB14,Pakhtoonkhwa Milli Awami Party,99,19092,,PB
PB14,Pakistan Peoples Party Parliamentarians,3652,19092,,PB
PB14,Tehreek Labbaik Pakistan,585,19092,,PB
PB15,Balochistan Awami Party,17429,17429,1,PB
PB15,Balochistan National Party,88,17429,,PB
PB15,Independent,556,17429,,PB
PB15,Jamhoori Watan Party,282,17429,,PB
PB15,Mutahida Majlis-e-Amal Pakistan,116,17429,,PB
PB15,National Party,8933,17429,,PB
PB15,Pakistan Falah Party,130,17429,,PB
PB15,Pakistan Peoples Party Parliamentarians,4649,17429,,PB
PB15,Pakistan Tehreek-e-Insaf,6039,17429,,PB
PB16,Balochistan Awami Party,14959,14959,1,PB
PB16,Independent,6931,14959,,PB
PB16,Pakistan Peoples Party Parliamentarians,431,14959,,PB
PB17,Amun Taraqqi Party,48,16416,,PB
PB17,Balochistan Awami Party,14887,16416,,PB
PB17,Balochistan National Party,339,16416,,PB
PB17,Balochistan National Party(Awami),29,16416,,PB
PB17,Independent,2442,16416,,PB
PB17,Jamhoori Watan Party,30,16416,,PB
PB17,Mutahida Majlis-e-Amal Pakistan,337,16416,,PB
PB17,Muttahida Qaumi Movement Pakistan,12,16416,,PB
PB17,Pakistan Peoples Party Parliamentarians,125,16416,,PB
PB17,Pakistan Tehreek-e-Insaf,16416,16416,1,PB
PB18,Awami National Party,1662,22494,,PB
PB18,Balochistan Awami Party,16169,22494,,PB
PB18,Independent,324,22494,,PB
PB18,Jamhoori Watan Party,68,22494,,PB
PB18,Jamiat Ulama-e-Islam Nazaryati Pakistan,173,22494,,PB
PB18,Mutahida Majlis-e-Amal Pakistan,22494,22494,1,PB
PB18,Pakhtoonkhwa Milli Awami Party,5632,22494,,PB
PB18,Pakistan Muslim League (N),1033,22494,,PB
PB18,Pakistan Tehreek-e-Insaf,733,22494,,PB
PB18,Qaumi Watan Party,325,22494,,PB
PB19,Awami National Party,2147,14378,,PB
PB19,Balochistan National Party,1656,14378,,PB
PB19,Independent,1366,14378,,PB
PB19,Jamiat Ulama-e-Islam Nazaryati Pakistan,171,14378,,PB
PB19,Mutahida Majlis-e-Amal Pakistan,14378,14378,1,PB
PB19,Pakhtoonkhwa Milli Awami Party,10760,14378,,PB
PB19,Pakistan Muslim League (N),68,14378,,PB
PB19,Pakistan Peoples Party Parliamentarians,700,14378,,PB
PB19,Pakistan Reh-e- Haq Party,116,14378,,PB
PB19,Pakistan Tehreek-e-Insaf,1382,14378,,PB
PB2,Awami National Party,939,27090,,PB
PB2,Balochistan Awami Party,269,27090,,PB
PB2,Independent,27090,27090,1,PB
PB2,Jamiat Ulama-e-Islam Nazaryati Pakistan,465,27090,,PB
PB2,Mutahida Majlis-e-Amal Pakistan,5337,27090,,PB
PB2,Pakhtoonkhwa Milli Awami Party,4277,27090,,PB
PB2,Pakistan Muslim League,8307,27090,,PB
PB2,Pakistan Muslim League (N),1801,27090,,PB
PB2,Pakistan Peoples Party Parliamentarians,15,27090,,PB
PB2,Pakistan Tehreek-e-Insaf,650,27090,,PB
PB20,Awami National Party,3225,17851,,PB
PB20,Balochistan Awami Party,557,17851,,PB
PB20,Balochistan National Party,49,17851,,PB
PB20,Independent,947,17851,,PB
PB20,Mutahida Majlis-e-Amal Pakistan,17851,17851,1,PB
PB20,Pakhtoonkhwa Milli Awami Party,11074,17851,,PB
PB20,Pakistan Muslim League (N),28,17851,,PB
PB20,Pakistan Peoples Party Parliamentarians,1394,17851,,PB
PB20,Pakistan Reh-e- Haq Party,241,17851,,PB
PB20,Pakistan Tehreek-e-Insaf,625,17851,,PB
PB21,Amun Taraqqi Party,13,9813,,PB
PB21,Awami National Party,9813,9813,1,PB
PB21,Balochistan Awami Party,59,9813,,PB
PB21,Independent,2276,9813,,PB
PB21,Mutahida Majlis-e-Amal Pakistan,6912,9813,,PB
PB21,Pakhtoonkhwa Milli Awami Party,6413,9813,,PB
PB21,Pakistan Peoples Party Parliamentarians,5307,9813,,PB
PB21,Pakistan Tehreek-e-Insaf,257,9813,,PB
PB22,Allah-O-Akbar Tehreek,87,11269,,PB
PB22,Awami National Party,3506,11269,,PB
PB22,Balochistan Awami Party,3351,11269,,PB
PB22,Balochistan National Party,17,11269,,PB
PB22,Independent,1098,11269,,PB
PB22,Jamiat Ulama-e-Islam Nazaryati Pakistan,142,11269,,PB
PB22,Mutahida Majlis-e-Amal Pakistan,11269,11269,1,PB
PB22,Pakhtoonkhwa Milli Awami Party,3396,11269,,PB
PB22,Pakistan Peoples Party Parliamentarians,111,11269,,PB
PB23,All Pakistan Tehreek,89,11210,,PB
PB23,Awami National Party,11210,11210,1,PB
PB23,Balochistan Awami Party,7374,11210,,PB
PB23,Independent,6288,11210,,PB
PB23,Jamiat Ulama-e-Islam Nazaryati Pakistan,322,11210,,PB
PB23,Mutahida Majlis-e-Amal Pakistan,9518,11210,,PB
PB23,Pakhtoonkhwa Milli Awami Party,6375,11210,,PB
PB23,Pakistan Muslim League,140,11210,,PB
PB24,Awami National Party,6531,6531,1,PB
PB24,Balochistan Awami Party,575,6531,,PB
PB24,Balochistan National Party,678,6531,,PB
PB24,Independent,2582,6531,,PB
PB24,Jamiat Ulama-e-Islam Nazaryati Pakistan,1234,6531,,PB
PB24,Jamiyat Ulma-e-Islam Pakistan(S),35,6531,,PB
PB24,Mutahida Majlis-e-Amal Pakistan,5103,6531,,PB
PB24,National Party,34,6531,,PB
PB24,Pakhtoonkhwa Milli Awami Party,4289,6531,,PB
PB24,Pakistan Muslim League,468,6531,,PB
PB24,Pakistan Muslim League (N),925,6531,,PB
PB24,Pakistan Tehreek-e-Insaf,1683,6531,,PB
PB25,All Pakistan Tehreek,16,7764,,PB
PB25,Awami National Party,456,7764,,PB
PB25,Balochistan Awami Party,2544,7764,,PB
PB25,Balochistan National Party,555,7764,,PB
PB25,Balochistan National Party(Awami),74,7764,,PB
PB25,Independent,7764,7764,1,PB
PB25,Jamiat Ulama-e-Islam Nazaryati Pakistan,492,7764,,PB
PB25,Jamiyat Ulma-e-Islam Pakistan(S),14,7764,,PB
PB25,Mutahida Majlis-e-Amal Pakistan,4761,7764,,PB
PB25,Mutahidda Ulema Mashaikh Council of Pakistan,82,7764,,PB
PB25,Pak Sarzameen Party,51,7764,,PB
PB25,Pakhtoonkhwa Milli Awami Party,1906,7764,,PB
PB25,Pakistan Muslim League (N),581,7764,,PB
PB25,Pakistan Peoples Party Parliamentarians,1558,7764,,PB
PB25,Pakistan Tehreek-e-Insaf,3281,7764,,PB
PB25,Qaumi Watan Party,418,7764,,PB
PB27,Awami National Party,636,9971,,PB
PB27,Balochistan Awami Party,4491,9971,,PB
PB27,Balochistan National Party,615,9971,,PB
PB27,Balochistan National Party(Awami),260,9971,,PB
PB27,Hazara Democratic Party,7685,9971,,PB
PB27,Independent,9971,9971,1,PB
PB27,Jamiat Ulama-e-Islam Nazaryati Pakistan,1097,9971,,PB
PB27,Majlis Wahdat-e-Muslimeen Pakistan,4149,9971,,PB
PB27,Mutahida Majlis-e-Amal Pakistan,1318,9971,,PB
PB27,Pak Sarzameen Party,44,9971,,PB
PB27,Pakhtoonkhwa Milli Awami Party,3636,9971,,PB
PB27,Pakistan Muslim League,13,9971,,PB
PB27,Pakistan Muslim League (N),952,9971,,PB
PB27,Pakistan Peoples Party Parliamentarians,3447,9971,,PB
PB27,Pakistan Tehreek-e-Insaf,5109,9971,,PB
PB28,Aam Log Party Pakistan,33,7365,,PB
PB28,Allah-O-Akbar Tehreek,613,7365,,PB
PB28,Amun Taraqqi Party,4,7365,,PB
PB28,Awami National Party,150,7365,,PB
PB28,Balochistan Awami Party,5767,7365,,PB
PB28,Balochistan National Party,4298,7365,,PB
PB28,Barabri Party Pakistan,82,7365,,PB
PB28,Independent,1925,7365,,PB
PB28,Jamhoori Watan Party,8,7365,,PB
PB28,Mutahida Majlis-e-Amal Pakistan,2285,7365,,PB
PB28,Muttahida Qaumi Movement Pakistan,32,7365,,PB
PB28,National Peace Council Party,64,7365,,PB
PB28,Pak Sarzameen Party,26,7365,,PB
PB28,Pakhtoonkhwa Milli Awami Party,4006,7365,,PB
PB28,Pakistan Muslim League,23,7365,,PB
PB28,Pakistan Muslim League (N),3845,7365,,PB
PB28,Pakistan Peoples Party Parliamentarians,1017,7365,,PB
PB28,Pakistan Reh-e- Haq Party,387,7365,,PB
PB28,Pakistan Tehreek-e-Insaf,7365,7365,1,PB
PB29,Awami National Party,328,12710,,PB
PB29,Balochistan Awami Party,4964,12710,,PB
PB29,Balochistan National Party,12710,12710,1,PB
PB29,Independent,6106,12710,,PB
PB29,Jamhoori Watan Party,5,12710,,PB
PB29,Jamiat Ulama-e-Islam Nazaryati Pakistan,494,12710,,PB
PB29,Jamiat Ulema-e-Pakistan (Noorani),15,12710,,PB
PB29,Mutahida Majlis-e-Amal Pakistan,1991,12710,,PB
PB29,Muttahida Qaumi Movement Pakistan,41,12710,,PB
PB29,National Party,433,12710,,PB
PB29,Pak Sarzameen Party,82,12710,,PB
PB29,Pakhtoonkhwa Milli Awami Party,3727,12710,,PB
PB29,Pakistan Muslim League (N),1441,12710,,PB
PB29,Pakistan Peoples Party Parliamentarians,1467,12710,,PB
PB29,Pakistan Tehreek-e-Insaf,6616,12710,,PB
PB29,Qaumi Watan Party,120,12710,,PB
PB3,Awami National Party,1341,22410,,PB
PB3,Balochistan Awami Party,371,22410,,PB
PB3,Balochistan National Party,38,22410,,PB
PB3,Independent,930,22410,,PB
PB3,Jamiat Ulama-e-Islam Nazaryati Pakistan,11826,22410,,PB
PB3,Jamiyat Ulma-e-Islam Pakistan(S),45,22410,,PB
PB3,Mutahida Majlis-e-Amal Pakistan,22410,22410,1,PB
PB3,Pakhtoonkhwa Milli Awami Party,17133,22410,,PB
PB3,Pakistan Tehreek-e-Insaf,1019,22410,,PB
PB30,Balochistan Awami Party,1688,10102,,PB
PB30,Balochistan National Party,10102,10102,1,PB
PB30,Balochistan National Party(Awami),241,10102,,PB
PB30,Independent,413,10102,,PB
PB30,Mutahida Majlis-e-Amal Pakistan,2080,10102,,PB
PB30,National Party,3425,10102,,PB
PB30,Pakhtoonkhwa Milli Awami Party,2275,10102,,PB
PB30,Pakistan Muslim League (N),375,10102,,PB
PB30,Pakistan Peoples Party Parliamentarians,1163,10102,,PB
PB30,Pakistan Reh-e- Haq Party,259,10102,,PB
PB30,Pakistan Tehreek-e-Insaf,1307,10102,,PB
PB30,Tehreek-e-Labbaik Islam,302,10102,,PB
PB31,Awami National Party,31,4276,,PB
PB31,Balochistan Awami Party,3450,4276,,PB
PB31,Balochistan National Party,3855,4276,,PB
PB31,Balochistan National Party(Awami),24,4276,,PB
PB31,Independent,731,4276,,PB
PB31,Jamhoori Watan Party,13,4276,,PB
PB31,Jamiat Ulama-e-Islam Nazaryati Pakistan,119,4276,,PB
PB31,Mutahida Majlis-e-Amal Pakistan,3321,4276,,PB
PB31,Pakhtoonkhwa Milli Awami Party,4276,4276,1,PB
PB31,Pakistan Tehreek-e-Insaf,585,4276,,PB
PB32,Awami National Party,24,6795,,PB
PB32,Balochistan Awami Party,1257,6795,,PB
PB32,Balochistan National Movement,52,6795,,PB
PB32,Balochistan National Party,6795,6795,1,PB
PB32,Balochistan National Party(Awami),207,6795,,PB
PB32,Independent,3166,6795,,PB
PB32,Jamhoori Watan Party,122,6795,,PB
PB32,Jamiat Ulama-e-Islam Nazaryati Pakistan,184,6795,,PB
PB32,Mutahida Majlis-e-Amal Pakistan,4434,6795,,PB
PB32,National Party,337,6795,,PB
PB32,Pakhtoonkhwa Milli Awami Party,3049,6795,,PB
PB32,Pakistan Muslim League,4,6795,,PB
PB32,Pakistan Peoples Party Parliamentarians,493,6795,,PB
PB32,Pakistan Tehreek-e-Insaf,1350,6795,,PB
PB34,Allah-O-Akbar Tehreek,505,24788,,PB
PB34,Balochistan Awami Party,19184,24788,,PB
PB34,Independent,24788,24788,1,PB
PB34,Jamiat Ulama-e-Islam Nazaryati Pakistan,51,24788,,PB
PB34,Mutahida Majlis-e-Amal Pakistan,1064,24788,,PB
PB34,Pakistan Peoples Party Parliamentarians,1100,24788,,PB
PB34,Pakistan Tehreek-e-Insaf,1323,24788,,PB
PB34,Tehreek-e-Labbaik Islam,205,24788,,PB
PB37,Balochistan Awami Party,13031,13031,1,PB
PB37,Balochistan National Party,9304,13031,,PB
PB37,Balochistan National Party(Awami),42,13031,,PB
PB37,Independent,5062,13031,,PB
PB37,Jamiat Ulama-e-Islam Nazaryati Pakistan,105,13031,,PB
PB37,Mutahida Majlis-e-Amal Pakistan,12700,13031,,PB
PB37,National Party,1964,13031,,PB
