Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout
ATTOCK-II,NA-58,Malik Ihtebar Khan,Pakistan Muslim League (N),85244,220811,7137,226165,359058,83.09 %
ATTOCK-II,NA-58,Malik Mazhar Hussain,Muttahida Qaumi Movement Pakistan,689,220811,7137,226165,359058,83.09 %
ATTOCK-II,NA-58,Malik Sohail Khan,Pakistan Tehreek-e-Insaf,74526,220811,7137,226165,359058,83.09 %
ATTOCK-II,NA-58,Tahir Saddiq,Independent,59067,220811,7137,226165,359058,83.09 %
ATTOCK-III,NA-59,Asif Ali Malik,Pakistan Muslim League (N),59819,191704,7137,198841,309334,64 %
ATTOCK-III,NA-59,Malik Aurangzeb Awan,Independent,3170,191704,7137,198841,309334,64 %
ATTOCK-III,NA-59,Maulana Umar Farooq Saddiqui,MUTAHIDA DEENI MAHAZ,643,191704,7137,198841,309334,64 %
ATTOCK-III,NA-59,Mufti Taj ud Din Rabani,Jamiat Ulama-e-Islam (F),1966,191704,7137,198841,309334,64 %
ATTOCK-III,NA-59,Muhammad Zain Ellahi,Independent,60284,191704,7137,198841,309334,64 %
ATTOCK-III,NA-59,Qazi Shehzada Sultan ul Haq,Jamiat Ulama-e-Pakistan  (Noorani),375,191704,7137,198841,309334,64 %
ATTOCK-III,NA-59,Sardar Muhammad Ali Khan,Pakistan Tehreek-e-Insaf,33721,191704,7137,198841,309334,64 %
ATTOCK-III,NA-59,Sardar Saleem Haider,Pakistan Peoples Party Parliamentarians,31726,191704,7137,198841,309334,64 %
CHAKWAL-I,NA-60,Dr Muhammad Tufail,Independent,129,294995,9559,306258,486070,63.00 %
CHAKWAL-I,NA-60,HAFIZ ABDUL QADEER,Jamiat Ulama-e-Islam (F),335,294995,9559,306258,486070,63.00 %
CHAKWAL-I,NA-60,HAIDER WAQAR HUSSAIN,Independent,174,294995,9559,306258,486070,63.00 %
CHAKWAL-I,NA-60,Major Rtd Tahir Iqbal,Pakistan Muslim League (N),130821,294995,9559,306258,486070,63.00 %
CHAKWAL-I,NA-60,MOULANA MUHAMMAD AYAZ,Independent,2073,294995,9559,306258,486070,63.00 %
CHAKWAL-I,NA-60,RAJA MUHAMMAD SANA UL HAQ ADVOCATE,Pakistan Peoples Party Parliamentarians,11101,294995,9559,306258,486070,63.00 %
CHAKWAL-I,NA-60,RAJA YASSIR HUMAYUN SARFRAZ,Pakistan Tehreek-e-Insaf,48076,294995,9559,306258,486070,63.00 %
CHAKWAL-I,NA-60,SARDAR GHULAM ABBAS,Independent,100827,294995,9559,306258,486070,63.00 %
CHAKWAL-I,NA-60,SYED MOHAMMAD AAL I IMRAN,Independent,229,294995,9559,306258,486070,63.00 %
CHAKWAL-II,NA-61,CH PARVEZ ELAHI,Pakistan Muslim League,99373,275247,9752,272744,443677,61 %
CHAKWAL-II,NA-61,COMMANDER (R) AYOUB MALIK,Awami Workers Party,634,275247,9752,272744,443677,61 %
CHAKWAL-II,NA-61,DR MAQSOOD HAYAT KHAN,Independent,131,275247,9752,272744,443677,61 %
CHAKWAL-II,NA-61,FAROOQ HUSSAIN SHAH,Jamiat Ulama-e-Islam (F),581,275247,9752,272744,443677,61 %
CHAKWAL-II,NA-61,HAFIZ MALIK MUHAMMAD BASHIR,Pakistan Sunni Tehreek,184,275247,9752,272744,443677,61 %
CHAKWAL-II,NA-61,MALIK MUHAMMAD IRFAN HUSSAIN,Independent,291,275247,9752,272744,443677,61 %
CHAKWAL-II,NA-61,MAQSOOD BEGUM,Independent,3359,275247,9752,272744,443677,61 %
CHAKWAL-II,NA-61,MUHAMMAD AAMIR,Independent,268,275247,9752,272744,443677,61 %
CHAKWAL-II,NA-61,PATHAN KHAN,Independent,299,275247,9752,272744,443677,61 %
CHAKWAL-II,NA-61,SARDAR MANSOOR HAYAT TAMMAN,Pakistan Tehreek-e-Insaf,45892,275247,9752,272744,443677,61 %
CHAKWAL-II,NA-61,SARDAR MUMTAZ KHAN,Pakistan Muslim League (N),114282,275247,9752,272744,443677,61 %
CHAKWAL-II,NA-61,TAHIR MALIK,Independent,126,275247,9752,272744,443677,61 %
CHAKWAL-II,NA-61,ZAFAR IQBAL,Muttahida Qaumi Movement Pakistan,75,275247,9752,272744,443677,61 %
JHELUM-I,NA-62,Arshad Iqbal,Muttahida Qaumi Movement Pakistan,350,215830,6580,216920,389451,55.69 %
JHELUM-I,NA-62,Asma Raza,Independent,401,215830,6580,216920,389451,55.69 %
JHELUM-I,NA-62,Chaudhry Khadim Hussain,Pakistan Muslim League (N),102230,215830,6580,216920,389451,55.69 %
JHELUM-I,NA-62,Choudhry Farrukh Altaf,Pakistan Muslim League,36842,215830,6580,216920,389451,55.69 %
JHELUM-I,NA-62,Choudhry Muhammad Saqlain,Pakistan Tehreek-e-Insaf,62880,215830,6580,216920,389451,55.69 %
JHELUM-I,NA-62,Choudhry Shahbaz Hussain,Independent,715,215830,6580,216920,389451,55.69 %
JHELUM-I,NA-62,Mehboob Elahi,Independent,216,215830,6580,216920,389451,55.69 %
JHELUM-I,NA-62,Muhammad Amir Shahid Saleem Mir,Independent,62,215830,6580,216920,389451,55.69 %
JHELUM-I,NA-62,Muhammad Aurangzeb Tariq,Independent,219,215830,6580,216920,389451,55.69 %
JHELUM-I,NA-62,Raja Muhammad Afzal Khan,Pakistan Peoples Party Parliamentarians,8186,215830,6580,216920,389451,55.69 %
JHELUM-I,NA-62,Raja Muhammad Nawaz Kayani,Jamaat-e-Islami Pakistan,2183,215830,6580,216920,389451,55.69 %
JHELUM-I,NA-62,Waheed Ahmad,All Pakistan Muslim League,153,215830,6580,216920,389451,55.69 %
JHELUM-II,NA-63,AGHA SYED SIBTIAN HAIDER SABZWARI,Islami Tehreek Pakistan,182,203481,5273,208229,386957,53.87 %
JHELUM-II,NA-63,FAWAD AHMAD,Pakistan Muslim League,34072,203481,5273,208229,386957,53.87 %
JHELUM-II,NA-63,MALIK IQBAL MEHDI KHAN,Pakistan Muslim League (N),116013,203481,5273,208229,386957,53.87 %
JHELUM-II,NA-63,MIRZA MUHAMMAD JAMEEL RAZA,Muttahida Qaumi Movement Pakistan,196,203481,5273,208229,386957,53.87 %
JHELUM-II,NA-63,MIRZA SAEED MEHMOOD BAIG,Pakistan Tehreek-e-Insaf,42805,203481,5273,208229,386957,53.87 %
JHELUM-II,NA-63,MUHAMMAD ZIA UL HAQ,Jamiat Ulama-e-Islam (F),242,203481,5273,208229,386957,53.87 %
JHELUM-II,NA-63,RAJA AMIR RASHEED,All Pakistan Muslim League,217,203481,5273,208229,386957,53.87 %
JHELUM-II,NA-63,RAJA MUHAMMAD AFZAL KHAN,Millat Party,0,203481,5273,208229,386957,53.87 %
JHELUM-II,NA-63,RAJA MUHAMMAD AFZAL KHAN,Pakistan Peoples Party Parliamentarians,5103,203481,5273,208229,386957,53.87 %
JHELUM-II,NA-63,TAHIR JAMAL MIR,Independent,183,203481,5273,208229,386957,53.87 %
JHELUM-II,NA-63,TARIQ JAVEED JANJUA,Jamaat-e-Islami Pakistan,2895,203481,5273,208229,386957,53.87 %
JHELUM-II,NA-63,UMAR SHAHID,Independent,299,203481,5273,208229,386957,53.87 %
JHELUM-II,NA-63,ZAFAR IQBAL MUGHAL,Independent,563,203481,5273,208229,386957,53.87 %
SARGODHA-I,NA-64,Muhammad Ibrahim Shah,Independent,2076,238820,9045,251242,415491,60.48 %
SARGODHA-I,NA-64,Nadeem Afzal Gondal,Pakistan Peoples Party Parliamentarians,67212,238820,9045,251242,415491,60.48 %
SARGODHA-I,NA-64,Nasreen Fatima,Independent,3774,238820,9045,251242,415491,60.48 %
SARGODHA-I,NA-64,Niaz Ahmad Kahoot,Independent,571,238820,9045,251242,415491,60.48 %
SARGODHA-I,NA-64,Pir Muhammad Amin ul Hasnat Shah,Pakistan Muslim League (N),151690,238820,9045,251242,415491,60.48 %
SARGODHA-I,NA-64,Rana Hafiz Abdul Jabbar Muavia,MUTAHIDA DEENI MAHAZ,336,238820,9045,251242,415491,60.48 %
SARGODHA-I,NA-64,Saeed Ur Rehman,Jamiat Ulama-e-Pakistan  (Noorani),455,238820,9045,251242,415491,60.48 %
SARGODHA-I,NA-64,Syed Farzand Ali Shah,Muttahida Qaumi Movement Pakistan,402,238820,9045,251242,415491,60.48 %
SARGODHA-I,NA-64,Waseem Abbas,Pakistan Tehreek-e-Insaf,11813,238820,9045,251242,415491,60.48 %
SARGODHA-I,NA-64,Yasir Furqan,Independent,491,238820,9045,251242,415491,60.48 %
SARGODHA-II,NA-65,COLNEL EJAZ HUSSAIN MINHAS,Pakistan Tehreek-e-Insaf,8885,189710,6947,201449,323341,62.30 %
SARGODHA-II,NA-65,GHIAS AHMAD MELA,Pakistan Muslim League,60558,189710,6947,201449,323341,62.30 %
SARGODHA-II,NA-65,MADIHA MAZHAR ALI RANJHA,Independent,10395,189710,6947,201449,323341,62.30 %
SARGODHA-II,NA-65,MOHSIN SHAH NAWAZ RANJHA,Pakistan Muslim League (N),102871,189710,6947,201449,323341,62.30 %
SARGODHA-II,NA-65,SYED NAVEED ANJUM BUKHARI,Muttahida Qaumi Movement Pakistan,234,189710,6947,201449,323341,62.30 %
SARGODHA-II,NA-65,ZUBAIR AHMAD GONDAL,Jamaat-e-Islami Pakistan,6767,189710,6947,201449,323341,62.30 %
SARGODHA-III,NA-66,Barrister Abdullah Mumtaz Kahloon,Pakistan Tehreek-e-Insaf,36296,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Chuadhry Javed Anwar Comboh Advocate,Independent,1313,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Chudhary  Hamid Hameed,Pakistan Muslim League (N),133085,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Dr Liaqat Ali Khan,Independent,52,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Dr Muhammad Arshad Shahid,Jamaat-e-Islami Pakistan,9492,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Hafiz Ray Abdur Rehman Sahi,Independent,70,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Mahr Muhammad Yar Khan Lak,Independent,127,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Mehr Mansoor Hayat Luk,Independent,996,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Navid Ahmed Aslam Warriach,Independent,56,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Professor Farooq Ahmed Tajra,Pakistan Sunni Tehreek,144,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Rana Sajid Mehmood Advocate,Mohajir Qaumi Movement Pakistan,129,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Syed Muhammad Subtain Shah  Naqvi,MUTAHIDA DEENI MAHAZ,84,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Tasneem Ahmed Qureshi,Pakistan Peoples Party Parliamentarians,29624,212172,3065,214460,384131,56.83 %
SARGODHA-III,NA-66,Tayyaba Zameer,All Pakistan Muslim League,670,212172,3065,214460,384131,56.83 %
SARGODHA-IV,NA-67,Abdullah Mumtaz Kahloon,Independent,759,222840,8161,228217,365609,63.02 %
SARGODHA-IV,NA-67,Ch Anwar Ali Cheema,Pakistan Muslim League,97361,222840,8161,228217,365609,63.02 %
SARGODHA-IV,NA-67,Ch Mumtaz Akhtar Kahloon,Independent,1405,222840,8161,228217,365609,63.02 %
SARGODHA-IV,NA-67,Dr. Zulfiqar Ali Bhatti,Pakistan Muslim League (N),109132,222840,8161,228217,365609,63.02 %
SARGODHA-IV,NA-67,Malik Muhammad Iqbal Khokhar,Pakistan Sunni Tehreek,184,222840,8161,228217,365609,63.02 %
SARGODHA-IV,NA-67,Mian Muhammad Cheema,Independent,156,222840,8161,228217,365609,63.02 %
SARGODHA-IV,NA-67,Muhammad Ali Gujar Advocate,Independent,2007,222840,8161,228217,365609,63.02 %
SARGODHA-IV,NA-67,Muhammad Sarwar Bhatti,Independent,135,222840,8161,228217,365609,63.02 %
SARGODHA-IV,NA-67,Nadeem Awan,Independent,433,222840,8161,228217,365609,63.02 %
SARGODHA-IV,NA-67,Rana Muhammad Riaz Thaikedar,Independent,4103,222840,8161,228217,365609,63.02 %
SARGODHA-IV,NA-67,Sardar Ahsan Raza Advocate,Pakistan Tehreek-e-Insaf,7011,222840,8161,228217,365609,63.02 %
SARGODHA-IV,NA-67,Shams Naveed Cheema Advocate,Independent,154,222840,8161,228217,365609,63.02 %
SARGODHA-V,NA-68,BARRISTER ABDULLAH MUMTAZ KAHELOON,Independent,130,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,CHAUDHARY HOMAYOON RASOOL GUJAR,Independent,334,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,CHAUDHARY MUBASHIR AHMED ARAIN,Independent,162,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,CHAUDHARY MUMTAZ AHKHTER KAHELOON,Independent,629,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,CHAUDHARY SHAFIQUE UR REHMAN GUJAR,Muttahida Qaumi Movement Pakistan,208,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,HAJI CHAUDHARY MUHAMMAD ALI ALIAS NADEEM ARAIN,Independent,3374,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,MALIK SABEEH ULLAH KHAN,Independent,1160,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,MUHAMMAD NAWAZ SHARIF,Pakistan Muslim League (N),140828,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,MUHAMMAD OWAIS SHAH,Independent,987,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,NOOR HAYAT KALYAR,Pakistan Tehreek-e-Insaf,45584,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,QARI ATTA ULLAH DARVAISH,Independent,949,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,RANA MUHAMMAD ZEESHAN,MUTAHIDA DEENI MAHAZ,6591,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,SARDAR ALI ABBAS KHAN BALOCH,Independent,106,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,SYED MUHAMMAD MEHBOOB SHAH HASHMI,Independent,571,223031,7280,223784,373233,59.96 %
SARGODHA-V,NA-68,SYED NUSRAT ALI SHAH,Pakistan Peoples Party Parliamentarians,21418,223031,7280,223784,373233,59.96 %
KHUSHAB-I,NA-69,Alhaj Malik Zaffar Iqbal Awan,All Pakistan Muslim League,1307,201459,7816,207704,336551,61.72 %
KHUSHAB-I,NA-69,Sumaira Malik,Pakistan Muslim League (N),119193,201459,7816,207704,336551,61.72 %
KHUSHAB-I,NA-69,Umar Aslam Khan,Pakistan Tehreek-e-Insaf,80331,201459,7816,207704,336551,61.72 %
KHUSHAB-II,NA-70,ABDULLAH AHMED,Jamiat Ulama-e-Islam (F),7954,210142,6836,215424,343920,62.64 %
KHUSHAB-II,NA-70,DOCTOR MUHAMMAD RASHID MALIK,Pakistan Peoples Party Parliamentarians,2939,210142,6836,215424,343920,62.64 %
KHUSHAB-II,NA-70,GUL ASGHAR KHAN,Pakistan Tehreek-e-Insaf,38099,210142,6836,215424,343920,62.64 %
KHUSHAB-II,NA-70,KHALIL AHMED,Independent,736,210142,6836,215424,343920,62.64 %
KHUSHAB-II,NA-70,MALIK SHAKIR BASHIR AWAN,Pakistan Muslim League (N),94594,210142,6836,215424,343920,62.64 %
KHUSHAB-II,NA-70,MALIK ZAFAR IQBAL BORANA,Independent,347,210142,6836,215424,343920,62.64 %
KHUSHAB-II,NA-70,SARDAR SHUJJA MUHAMMAD KHAN,Independent,64885,210142,6836,215424,343920,62.64 %
KHUSHAB-II,NA-70,SYED IMRAN HYDER SHAH,Muttahida Qaumi Movement Pakistan,588,210142,6836,215424,343920,62.64 %
MIANWALI-I,NA-71,Abdul Azeem Khan almaroof Jimmi Khan,Independent,421,216394,7988,222919,386930,57.61 %
MIANWALI-I,NA-71,Abdul Hameed Khan,Muttahida Qaumi Movement Pakistan,143,216394,7988,222919,386930,57.61 %
MIANWALI-I,NA-71,AIlama Peer Muhammad Khan Qadri,Independent,329,216394,7988,222919,386930,57.61 %
MIANWALI-I,NA-71,Dr Mohammad Khalid Qureshi,Independent,277,216394,7988,222919,386930,57.61 %
MIANWALI-I,NA-71,Imran Khan,Pakistan Tehreek-e-Insaf,133224,216394,7988,222919,386930,57.61 %
MIANWALI-I,NA-71,Inam Ullah Khan Niazi,Independent,184,216394,7988,222919,386930,57.61 %
MIANWALI-I,NA-71,Muhammad Ali Khan,Independent,442,216394,7988,222919,386930,57.61 %
MIANWALI-I,NA-71,Muhammad Asghar Khan,Independent,322,216394,7988,222919,386930,57.61 %
MIANWALI-I,NA-71,Muhammad Sardar Bahadur Babar Khan of Swans,Independent,4926,216394,7988,222919,386930,57.61 %
MIANWALI-I,NA-71,Obaid Ullah Khan Shadi Khel,Pakistan Muslim League (N),73373,216394,7988,222919,386930,57.61 %
MIANWALI-I,NA-71,Shaukat Pervez Khan,Pakistan Peoples Party Parliamentarians,924,216394,7988,222919,386930,57.61 %
MIANWALI-I,NA-71,Syed Rafiq Ahmad Shah,Independent,1829,216394,7988,222919,386930,57.61 %
MIANWALI-II,NA-72,Amjid Ali Khan,Pakistan Tehreek-e-Insaf,126088,230577,8483,237444,371374,63.69 %
MIANWALI-II,NA-72,Gul Kamand Khan Yaru Khel,Independent,242,230577,8483,237444,371374,63.69 %
MIANWALI-II,NA-72,Humair Hayat Khan Rokhari,Pakistan Muslim League (N),66372,230577,8483,237444,371374,63.69 %
MIANWALI-II,NA-72,Inam Ullah Khan Niazi,Independent,8467,230577,8483,237444,371374,63.69 %
MIANWALI-II,NA-72,Javed Iqbal,Independent,806,230577,8483,237444,371374,63.69 %
MIANWALI-II,NA-72,Malik Khalid Awan,Pakistan Peoples Party Parliamentarians,1102,230577,8483,237444,371374,63.69 %
MIANWALI-II,NA-72,Malik Sajjad Bhachar,Independent,27124,230577,8483,237444,371374,63.69 %
MIANWALI-II,NA-72,Muhammad Ashraf Khan Niazi,Istehkaam-e-Pakistan Movement Party,163,230577,8483,237444,371374,63.69 %
MIANWALI-II,NA-72,Muhammad Ilyas,Muttahida Qaumi Movement Pakistan,213,230577,8483,237444,371374,63.69 %
BHAKKAR-I,NA-73,ABDUL HAMEED KHAN,Jamaat-e-Islami Pakistan,1593,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,ABDUL MAJEED KHAN,Pakistan Muslim League (N),97688,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,AMEER MUHAMMAD KHAN,Independent,541,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,ASGHAR ALI JARA,Pakistan Peoples Party Parliamentarians,3223,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,AZIZ AHMED KHAN MASTI KHEL,Independent,236,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,EHSAN ULLAH KHAN BALUCH,Majlis-e-Wahdat-e-Muslimeen Pakistan,10344,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,FAROOQ AHMED KHAN HASSAN KHAILI,Independent,390,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,MALIK ANZAR ALI KHAWAR,Independent,3358,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,MUHAMMAD ARSHAD AWAN,Independent,2246,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,MUHAMMAD ARSHAD FAQIR,Pakistan Justice Party,419,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,MUHAMMAD KHAN,Independent,123,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,MUHAMMAD NAWAZ,Muttahida Qaumi Movement Pakistan,464,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,MUHAMMAD SANA ULLAH KHAN MASTI KHAIL,Independent,91068,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,NAJEEB ULLAH KHAN Niazi,Independent,3579,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,NIGHAT YASMIN BEGUM,Independent,534,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,QARI FATEH KHAN,Sunni Ittehad Council,796,217179,13256,230052,336765,68.31 %
BHAKKAR-I,NA-73,QAZI NAEEM AKHTAR,MUTAHIDA DEENI MAHAZ,577,217179,13256,230052,336765,68.31 %
BHAKKAR-II,NA-74,Ahmad Nawaz Khan,Independent,95246,246463,12216,255739,375159,68.16 %
BHAKKAR-II,NA-74,Alama Syed Farman Raza Abidi,Muttahida Qaumi Movement Pakistan,228,246463,12216,255739,375159,68.16 %
BHAKKAR-II,NA-74,Dr Muhammad Afzal Khan Dhandla,Independent,118196,246463,12216,255739,375159,68.16 %
BHAKKAR-II,NA-74,Habib Ullah Khan Niwani,Independent,8240,246463,12216,255739,375159,68.16 %
BHAKKAR-II,NA-74,Hasnain Ijaz Khan Shahani,Pakistan Peoples Party Parliamentarians,13489,246463,12216,255739,375159,68.16 %
BHAKKAR-II,NA-74,Muddassar Nazeer Utra,Independent,194,246463,12216,255739,375159,68.16 %
BHAKKAR-II,NA-74,Naveed Zafar Shah,Jamaat-e-Islami Pakistan,1396,246463,12216,255739,375159,68.16 %
BHAKKAR-II,NA-74,Rafique Ahmad Khan Niazi,Pakistan Tehreek-e-Insaf,6199,246463,12216,255739,375159,68.16 %
BHAKKAR-II,NA-74,Sardar Sikander Ahmad Khan,Independent,3041,246463,12216,255739,375159,68.16 %
BHAKKAR-II,NA-74,Syed Mukhtiar Hussain Shah Sherazi,Independent,234,246463,12216,255739,375159,68.16 %
FAISALABAD-I,NA-75,Chauhdary Adnan Mustafa Buttar,Independent,68,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Chauhdary Khawar Shafiq Ahmad,Independent,54,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Faqeer Hussain Faqeer,Independent,155,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Farooq Ahmad Chatha,Jamaat-e-Islami Pakistan,1499,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Fawad Ahmad Cheema,Pakistan Tehreek-e-Insaf,49131,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Ghulam Rasool Sahi,Pakistan Muslim League (N),130300,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Imtiaz Ahmad Lahra,Independent,58,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Javed Ahmad Chatha,Independent,216,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Khalid Farooq Bajwa,Independent,54,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Mian Rehan Maqbool,Independent,518,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Muhammad Afzal,Muttahida Qaumi Movement Pakistan,191,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Muhammad Asghar,Independent,59,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Muhammad Aslam,Independent,58,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Naseer Ahmad Hundal,Independent,68,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Pir Syed Tahir Ali Kazmi,Independent,999,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Saeed Javed,Independent,138,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Syed Ghulam Abul Hassan Shah,Markazi Jamiat Mushaikh Pakistan,224,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Syedah Huma Tehseen,Independent,896,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Tariq Mahmood Bajwa,Pakistan Peoples Party Parliamentarians,9916,198540,3841,198044,321768,61.54 %
FAISALABAD-I,NA-75,Zafar Zulqarnain Sahi,Independent,97,198540,3841,198044,321768,61.54 %
FAISALABAD-II,NA-76,Abdul Majeed,Independent,57,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Abdul Waheed Khan Niazi,Independent,14290,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Choudhary Azhar Hussain,Independent,7146,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Choudhary Muhammad Akram Afzaal,Independent,20,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Choudhary Sana Ullah Qamar Bajwa,Independent,646,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Haji Rashid Ahmed Khan Rana,All Pakistan Muslim League,116,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Maj R Abdul Rehman Rana,Independent,69,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Malik Nawab Sher Wasseer,Pakistan Peoples Party Parliamentarians,35750,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Manzoor Ali Advocate,Independent,19,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Mian Abu Bakar Hamza,Mohajir Qaumi Movement Pakistan,34,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Muhammad Arfan Siddiquei Advocate,MUTAHIDA DEENI MAHAZ,189,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Muhammad Tallal Choudhary,Pakistan Muslim League (N),101797,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Muhammad Waqar Wasi Chaudhary,Pakistan Tehreek-e-Insaf,17758,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Muhammad Yousaf Adil,Independent,73,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Qazi Sibghatullah,Independent,168,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Rai Ijaz Hussain,Independent,33,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Rai Muhammad Shah Jahan Khan karai,Independent,82,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Rai Shuja Tanveer Rahi,Independent,714,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Sadia Khan,Independent,1200,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Sajid Mehmood Qadri,Pakistan Sunni Tehreek,42,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Sardar Akbar Ali Dogar Advocate,Independent,12,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Shafqat Rana,Independent,286,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Shahid Sultan,Muttahida Qaumi Movement Pakistan,296,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Waseem Afzaal,Independent,34,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Yahya Bakhtiar,Jamaat-e-Islami Pakistan,3220,185170,6346,191686,329266,58.21 %
FAISALABAD-II,NA-76,Zia Shahid Waseer,Independent,60,185170,6346,191686,329266,58.21 %
FAISALABAD-III,NA-77,Ali Akhtar,Independent,754,175444,5667,180589,294667,61.48 %
FAISALABAD-III,NA-77,Haji Saith Manzoor Ahmad Gojar,Independent,132,175444,5667,180589,294667,61.48 %
FAISALABAD-III,NA-77,Malik Ghulam Murtaza Zahid Khichi,Independent,30,175444,5667,180589,294667,61.48 %
FAISALABAD-III,NA-77,Mehmood Ahmad,Independent,78,175444,5667,180589,294667,61.48 %
FAISALABAD-III,NA-77,Muhammad Asim Nazeer,Pakistan Muslim League (N),98057,175444,5667,180589,294667,61.48 %
FAISALABAD-III,NA-77,Muhammad Khan Nadeem,Independent,1439,175444,5667,180589,294667,61.48 %
